,SPY,TLT,GLD,regime
2015-12-18,0.699999999929466,0.2500000021357722,0.049999997934761696,Bull
2015-12-21,0.5500000000229363,0.40000000004907754,0.049999999927986524,Bull
2015-12-22,0.5500000048727711,0.39999999820340854,0.049999996923820074,Bull
2015-12-23,0.5540952499067169,0.3959047463824861,0.050000003710797,Bull
2015-12-24,0.5540948695926347,0.39590513211919764,0.04999999828816779,Bull
2015-12-28,0.550000225703807,0.3999997742642089,0.05000000003198407,Bull
2015-12-29,0.5500000024518937,0.39999999880921966,0.04999999873888968,Bull
2015-12-30,0.7000000005583735,0.2500000037103808,0.04999999573124557,Bull
2015-12-31,0.6999999830000807,0.25000001986120407,0.04999999713873955,Bull
2016-01-04,0.6999999804291838,0.25000002254444936,0.04999999702636693,Bull
2016-01-05,0.7000000000461424,0.25000000025091124,0.0499999997029467,Bull
2016-01-06,0.700000001469917,0.250000001158819,0.04999999737126741,Bull
2016-01-07,0.2499999895005368,0.38596054221273945,0.36403946828672384,Crisis
2016-01-08,0.24999999989155242,0.3859605286573208,0.3640394714511326,Crisis
2016-01-11,0.24999999998690006,0.38596052782916307,0.3640394721839443,Crisis
2016-01-12,0.2499999999868937,0.3859605267905393,0.3640394732225678,Crisis
2016-01-13,0.24999999994859257,0.38596052085794585,0.36403947919346547,Crisis
2016-01-14,0.2499999999475875,0.3859605147938062,0.36403948525860635,Crisis
2016-01-15,0.2499999999655529,0.3859605108889025,0.36403948914554496,Crisis
2016-01-19,0.24999999986684998,0.3859604941406083,0.3640395059925438,Crisis
2016-01-20,0.24999999969602357,0.3859604500544414,0.3640395502495349,Crisis
2016-01-21,0.24999999971731846,0.3859604097029193,0.36403959057976226,Crisis
2016-01-22,0.2499999997853329,0.385960380744448,0.36403961947021957,Crisis
2016-01-25,0.24999999960833777,0.38596032056822716,0.3640396798234351,Crisis
2016-01-26,0.24999999972795864,0.38596028205445865,0.3640397182175831,Crisis
2016-01-27,0.24999999985107163,0.3859602631446921,0.3640397370042363,Crisis
